규격정제,No,접수일자,접수번호,상태,상호,담당자,사용자,제품명,모델ㆍ규격,수입국,연간수입예정량,HSK No,구분,사용여부,대리인,저장일자,소속,등록(등록),등록(면제),기존(등록),기존(면제),신규(등록),신규(면제),유독물질,허가물질,제한물질,금지물질,사고대비물질,유독물질,허가물질,제한물질,금지물질,사고대비물질
STD97010-01,243,2016-08-26,41608260326,승인,영인에스트주식회사,최환희,이영광,"STD 97010-01 CheckPoint, TOC Cal. Set(Sucrose Solutions)",,United States,100,3822.00-3048,WEB,Y,,2016-08-26,,,,,,,,,,,,,,,,,
STD90039-01,244,2016-08-26,41608260324,승인,영인에스트주식회사,최환희,이영광,"STD 90039-01 M9/900 SDBS Suitability Set(WATER (REAGENT WATER, Rw))",,United States,100,3822.00-3048,WEB,Y,,2016-08-26,,,,,,,,,,,,,,,,,
STD90016-01,245,2016-08-26,41608260321,승인,영인에스트주식회사,최환희,이영광,"STD 90016-01 M-Series Cal & Ver Kit, 1 mg/L(WATER (REAGENT WATER, Rw))",,United States,100,3822.00-3048,WEB,Y,,2016-08-26,,,,,,,,,,,,,,,,,
STD68100-01,246,2016-08-26,41608260304,승인,영인에스트주식회사,최환희,이영광,"STD 68100-01 InnovOx, Reagent Water",,United States,100,3822.00-3048,WEB,Y,,2016-08-26,,,,,,,,,,,,,,,,,
STD31013-01,247,2016-08-26,41608260303,승인,영인에스트주식회사,최환희,이영광,"STD 31013-01 Accuracy/Precision Set, 500 ppb(WATER (REAGENT WATER, Rw))",,United States,100,3822.00-3048,WEB,Y,,2016-08-26,,,,,,,,,,,,,,,,,
STD31012-01,248,2016-08-26,41608260302,승인,영인에스트주식회사,최환희,이영광,STD 31012-01 M9 / 900 Linearity Standard Set(Sucrose Solutions),,United States,100,3822.00-3048,WEB,Y,,2016-08-26,,,,,,,,,,,,,,,,,
STD31005-02,249,2016-08-26,41608260301,승인,영인에스트주식회사,최환희,이영광,STD 31005-02 400 TOC Calibration Standards Set(Sucrose Solutions),,United States,100,3822.00-3048,WEB,Y,,2016-08-26,,,,,,,,,,,,,,,,,
310,250,2016-08-26,41608260336,승인,영인에스트주식회사,최환희,이영광,APF 90310-02 Acid Cartridge,,United States,100,2809.20-1090,WEB,Y,,2016-08-26,,,,,,,,,,,,,,,,,
STD97010-01,251,2016-08-26,41608260325,승인,영인에스트주식회사,최환희,이영광,"STD 97010-01 CheckPoint, TOC Cal. Set(WATER (REAGENT WATER, Rw))",,United States,100,3822.00-3048,WEB,Y,,2016-08-26,,,,,,,,,,,,,,,,,
,252,2016-08-26,41608260342,승인,영인에스트주식회사,최환희,이영광,"IOXYGEN SCAVENGER RGNT, 3X1L W/TUBING",,United States,60,3822.00-3048,WEB,Y,,2016-08-26,,,,,,,,,,,,,,,,,
ASM 71255-01,화학물질아님,,,,영인에스티,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90154501,253,2024-04-17,42404170187,승인,영인에스티 주식회사,임민환,배용숙,"Pharm Cal Kit, APSS-2000",90154501,United States,0.5,3822.19-3099,WEB,Y,,2024-04-17,,,,,O,,,O,,,,,,,,,
STD74624,254,2024-04-03,42404030049,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 74624 M500/500 Multi Pt Cal Set A&B (TOC Only),United States,3,3822.19-3020,WEB,Y,,2024-04-03,,,,,O,,,,,,,,,,,,
STD74624,255,2024-04-03,42404030050,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74624 M500/500 Multi Pt Cal Set A&B (TOC Only),United States,3,3822.19-3099,WEB,Y,,2024-04-03,,,,,O,,,,,,,,,,,,
STD90025,256,2024-03-19,42403190027,승인,영인에스티 주식회사,남종우,배용숙,Nicotinamide Solution - Acidified,STD 90025 900 VALIDATION KIT WITH CAL & VER,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD78634-01,257,2024-03-19,42403190016,승인,영인에스티 주식회사,남종우,배용숙,Nicotinamide Solution - Acidified,STD 78634-01 M500 MULTI-POINTVALIDATION SET ABOVE KIT MADEUP WITH FOLLOWING 11 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74409-01,258,2024-03-19,42403190571,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74409-01 SPECIFICITY SET,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74616,259,2024-03-19,42403190574,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 74616 500 MULTIPT CAL A&B/VER SET ABOVE KIT MADE UP WITH FOLLOWING 2 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD90011-01,260,2024-03-19,42403190601,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution,"STD 90011-01 M-SERIES VERIFICATION SET,10 MG/L",United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD90037-01,261,2024-03-19,42403190576,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution",STD 90037-01 M9/900 ROBUSTNESS SET,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,O,,,,,,,,,
STD74512,262,2024-03-19,42403190562,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,"STD 74512-TOC5,SIOS,SP CAL/VER KIT",United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD30002-01,263,2024-03-19,42403190567,승인,영인에스티 주식회사,남종우,배용숙,Sodium Carbonate Solution,"STD 30002-01 IC STANDARD, 25 PPM",United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD96000-01,264,2024-03-19,42403190608,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw)",STD 96000-01 5310C MP CAL SET(V1.40 OR LATE),United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74512,265,2024-03-19,42403190563,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified","STD 74512-TOC5,SIOS,SP CAL/VER KIT",United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77004-01,266,2024-03-19,42403190584,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 77004-01 STERILE WATER SUITABILITY 8 PPM,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77002-01,267,2024-03-19,42403190589,승인,영인에스티 주식회사,남종우,배용숙,Nicotinamide Solution - Acidified,STD 77002-01 M9 VALIDATION KITWITH MP CAL&VER ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77002-01,268,2024-03-19,42403190587,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution - Acidified",STD 77002-01 M9 VALIDATION KITWITH MP CAL&VER ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,O,,,,,,,,,
STD77004-01,269,2024-03-19,42403190583,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 77004-01 STERILE WATER SUITABILITY 8 PPM,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77002-01,270,2024-03-19,42403190592,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 77002-01 M9 VALIDATION KITWITH MP CAL&VER ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74614,271,2024-03-19,42403190581,승인,영인에스티 주식회사,남종우,배용숙,Hydrochloric (HCl) Acid Solution- Conductivity Standard,STD 74614 500 MULTI PT CAL SET A&B ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,O,,,,O,,,,,
STD74614,272,2024-03-19,42403190580,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74614 500 MULTI PT CAL SET A&B ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74614,273,2024-03-19,42403190579,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 74614 500 MULTI PT CAL SET A&B ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD90037-01,274,2024-03-19,42403190578,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw)",STD 90037-01 M9/900 ROBUSTNESS SET,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74616,275,2024-03-19,42403190575,승인,영인에스티 주식회사,남종우,배용숙,Hydrochloric (HCl) Acid Solution- Conductivity Standard,STD 74616 500 MULTIPT CAL A&B/VER SET ABOVE KIT MADE UP WITH FOLLOWING 2 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,O,,,,O,,,,,
STD90011-01,276,2024-03-19,42403190602,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw)","STD 90011-01 M-SERIES VERIFICATION SET,10 MG/L",United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74616,277,2024-03-19,42403190573,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74616 500 MULTIPT CAL A&B/VER SET ABOVE KIT MADE UP WITH FOLLOWING 2 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD90018-01,278,2024-03-19,42403190604,승인,영인에스티 주식회사,남종우,배용숙,Sodium Carbonate Solution,"STD 90018-01 M-SERIES CAL & VER KIT, 10 MG/L ABOVE KIT MADEUP WITH FOLLOWING 2 ITEMS",United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD90018-01,279,2024-03-19,42403190603,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution,"STD 90018-01 M-SERIES CAL & VER KIT, 10 MG/L ABOVE KIT MADEUP WITH FOLLOWING 2 ITEMS",United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD96000-01,280,2024-03-19,42403190606,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution,STD 96000-01 5310C MP CAL SET(V1.40 OR LATE),United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74409-01,281,2024-03-19,42403190569,승인,영인에스티 주식회사,남종우,배용숙,Nicotinamide Solution - Acidified,STD 74409-01 SPECIFICITY SET,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD96000-01,282,2024-03-19,42403190607,승인,영인에스티 주식회사,남종우,배용숙,Sodium Carbonate Solution,STD 96000-01 5310C MP CAL SET(V1.40 OR LATE),United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD68410-01,283,2024-03-19,42403190598,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution,STD 68410-01 INNOVOX TOC CAL.1K MG/L,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD90011-01,284,2024-03-19,42403190599,승인,영인에스티 주식회사,남종우,배용숙,Sodium Carbonate Solution,"STD 90011-01 M-SERIES VERIFICATION SET,10 MG/L",United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77002-01,285,2024-03-19,42403190595,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 77002-01 M9 VALIDATION KITWITH MP CAL&VER ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD90037-01,286,2024-03-19,42403190577,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution,STD 90037-01 M9/900 ROBUSTNESS SET,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77002-01,287,2024-03-19,42403190588,승인,영인에스티 주식회사,남종우,배용숙,Methanol Solution - Acidified,STD 77002-01 M9 VALIDATION KITWITH MP CAL&VER ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,O,,,,O,,,,,
STD77050-01,288,2024-03-19,42403190566,승인,영인에스티 주식회사,남종우,배용숙,Potassium Chloride (KCl) Solution- Conductivity Standard,STD 77050-01 CONDUCTIVITY VERIFICATION SET 100 US/CM KCI,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77002-01,289,2024-03-19,42403190591,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution,STD 77002-01 M9 VALIDATION KITWITH MP CAL&VER ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74409-01,290,2024-03-19,42403190570,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 74409-01 SPECIFICITY SET,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD90018-01,291,2024-03-19,42403190605,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution,"STD 90018-01 M-SERIES CAL & VER KIT, 10 MG/L ABOVE KIT MADEUP WITH FOLLOWING 2 ITEMS",United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74616,292,2024-03-19,42403190572,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 74616 500 MULTIPT CAL A&B/VER SET ABOVE KIT MADE UP WITH FOLLOWING 2 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77002-01,293,2024-03-19,42403190590,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 77002-01 M9 VALIDATION KITWITH MP CAL&VER ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77013-01,294,2024-03-19,42403190585,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified","STD 77013-01 ACCURACY/PROCISION, 8 PPM",United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77004-01,295,2024-03-19,42403190582,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution - Acidified",STD 77004-01 STERILE WATER SUITABILITY 8 PPM,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,O,,,,,,,,,
STD77013-01,296,2024-03-19,42403190586,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,"STD 77013-01 ACCURACY/PROCISION, 8 PPM",United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77002-01,297,2024-03-19,42403190593,승인,영인에스티 주식회사,남종우,배용숙,Sodium Carbonate Solution,STD 77002-01 M9 VALIDATION KITWITH MP CAL&VER ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77002-01,298,2024-03-19,42403190594,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution,STD 77002-01 M9 VALIDATION KITWITH MP CAL&VER ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD77002-01,299,2024-03-19,42403190597,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw)",STD 77002-01 M9 VALIDATION KITWITH MP CAL&VER ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74409-01,300,2024-03-19,42403190568,승인,영인에스티 주식회사,남종우,배용숙,Methanol Solution - Acidified,STD 74409-01 SPECIFICITY SET,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,O,,,,O,,,,,
STD74512-TOC5SIOSSP,301,2024-03-19,42403190564,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,"STD 74512-TOC5,SIOS,SP CAL/VER KIT",United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74512-TOC5SIOSSP,302,2024-03-19,42403190565,승인,영인에스티 주식회사,남종우,배용숙,Hydrochloric (HCl) Acid Solution- Conductivity Standard,"STD 74512-TOC5,SIOS,SP CAL/VER KIT",United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,O,,,,O,,,,,
STD74505,303,2024-03-19,42403190041,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 74505 SINGLE POINT CAL SET A,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74522,304,2024-03-19,42403190005,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 74522 M500/500 SIOS SINGLEPT CAL/VER TOC ONLY ABOVE KITMADE UP WITH FOLLOWING 4 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74522,305,2024-03-19,42403190006,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74522 M500/500 SIOS SINGLEPT CAL/VER TOC ONLY ABOVE KITMADE UP WITH FOLLOWING 4 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74402,306,2024-03-19,42403190037,승인,영인에스티 주식회사,남종우,배용숙,Hydrochloric (HCl) Acid Solution- Conductivity Standard,STD 74402 500 ACC/PREC/VER SET,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,O,,,,O,,,,,
STD74522,307,2024-03-19,42403190007,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 74522 M500/500 SIOS SINGLEPT CAL/VER TOC ONLY ABOVE KITMADE UP WITH FOLLOWING 4 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74403,308,2024-03-19,42403190008,승인,영인에스티 주식회사,남종우,배용숙,"WATER, (RINSE WATER)",STD 74403 500/860 SYSTEM SUITABILITY SET,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74403,309,2024-03-19,42403190009,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution - Acidified",STD 74403 500/860 SYSTEM SUITABILITY SET,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,O,,,,,,,,,
STD90025,310,2024-03-19,42403190033,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw)",STD 90025 900 VALIDATION KIT WITH CAL & VER,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74403,311,2024-03-19,42403190010,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74403 500/860 SYSTEM SUITABILITY SET,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD90025,312,2024-03-19,42403190028,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 90025 900 VALIDATION KIT WITH CAL & VER,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74403,313,2024-03-19,42403190011,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 74403 500/860 SYSTEM SUITABILITY SET,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD78634-01,314,2024-03-19,42403190012,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution - Acidified",STD 78634-01 M500 MULTI-POINTVALIDATION SET ABOVE KIT MADEUP WITH FOLLOWING 11 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,O,,,,,,,,,
STD78634-01,315,2024-03-19,42403190014,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution",STD 78634-01 M500 MULTI-POINTVALIDATION SET ABOVE KIT MADEUP WITH FOLLOWING 11 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,O,,,,,,,,,
STD90025,316,2024-03-19,42403190024,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution - Acidified",STD 90025 900 VALIDATION KIT WITH CAL & VER,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,O,,,,,,,,,
STD78634-01,317,2024-03-19,42403190015,승인,영인에스티 주식회사,남종우,배용숙,Methanol Solution - Acidified,STD 78634-01 M500 MULTI-POINTVALIDATION SET ABOVE KIT MADEUP WITH FOLLOWING 11 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,O,,,,O,,,,,
STD78634-01,318,2024-03-19,42403190017,승인,영인에스티 주식회사,남종우,배용숙,Potassium Chloride (KCl) Solution- Conductivity Standard,STD 78634-01 M500 MULTI-POINTVALIDATION SET ABOVE KIT MADEUP WITH FOLLOWING 11 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD78634-01,319,2024-03-19,42403190018,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 78634-01 M500 MULTI-POINTVALIDATION SET ABOVE KIT MADEUP WITH FOLLOWING 11 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD78634-01,320,2024-03-19,42403190019,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 78634-01 M500 MULTI-POINTVALIDATION SET ABOVE KIT MADEUP WITH FOLLOWING 11 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD78634-01,321,2024-03-19,42403190020,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution,STD 78634-01 M500 MULTI-POINTVALIDATION SET ABOVE KIT MADEUP WITH FOLLOWING 11 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD78634-01,322,2024-03-19,42403190021,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 78634-01 M500 MULTI-POINTVALIDATION SET ABOVE KIT MADEUP WITH FOLLOWING 11 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD78634-01,323,2024-03-19,42403190022,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 78634-01 M500 MULTI-POINTVALIDATION SET ABOVE KIT MADEUP WITH FOLLOWING 11 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD90025,324,2024-03-19,42403190025,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution",STD 90025 900 VALIDATION KIT WITH CAL & VER,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,O,,,,,,,,,
STD90025,325,2024-03-19,42403190026,승인,영인에스티 주식회사,남종우,배용숙,Methanol Solution - Acidified,STD 90025 900 VALIDATION KIT WITH CAL & VER,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,O,,,,O,,,,,
STD90025,326,2024-03-19,42403190029,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 90025 900 VALIDATION KIT WITH CAL & VER,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD90025,327,2024-03-19,42403190030,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution,STD 90025 900 VALIDATION KIT WITH CAL & VER,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD90025,328,2024-03-19,42403190031,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 90025 900 VALIDATION KIT WITH CAL & VER,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
APF90311-01,329,2024-03-19,42403190034,승인,영인에스티 주식회사,남종우,배용숙,Phosphoric Acid Reagent 45%,"APF 90311-01 ACID CARTRIDGE,SEML ONLY",United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74402,330,2024-03-19,42403190035,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 74402 500 ACC/PREC/VER SET,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74402,331,2024-03-19,42403190036,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74402 500 ACC/PREC/VER SET,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD31003-04,332,2024-03-19,42403190038,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution - Acidified",STD 31003-04 CHECKPOINT SYSTEM SUITABILITY SET,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,O,,,,,,,,,
STD31003-04,333,2024-03-19,42403190039,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 31003-04 CHECKPOINT SYSTEM SUITABILITY SET,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD31003-04,334,2024-03-19,42403190040,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 31003-04 CHECKPOINT SYSTEM SUITABILITY SET,United States,3,3822.19-3020,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74505,335,2024-03-19,42403190042,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74505 SINGLE POINT CAL SET A,United States,3,3822.19-3099,WEB,Y,,2024-03-19,,,,,O,,,,,,,,,,,,
STD74622,336,2024-03-18,42403180228,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 74622 M500/500/860 SINGLEPT CAL/VER TOC ONLY ABOVE KITMADE UP WITH FOLLOWING 2 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD74622,337,2024-03-18,42403180226,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 74622 M500/500/860 SINGLEPT CAL/VER TOC ONLY ABOVE KITMADE UP WITH FOLLOWING 2 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
